Language Task Size Select_interval Select_size Actual_duration Model Metric Value Method
Hupa asr 15 15 150 164.46 wav2vec2-large-xlsr-53 wer 0.38722527472527474 al
Hupa asr 15 15 150 164.46 wav2vec2-large-xlsr-53 cer 0.08535833943081604 al
Hupa asr 15 15 165 179.46 wav2vec2-large-xlsr-53 wer 0.3497252747252747 al
Hupa asr 15 15 165 179.46 wav2vec2-large-xlsr-53 cer 0.07626988100281126 al
Hupa asr 15 15 180 194.43 wav2vec2-large-xlsr-53 wer 0.3375 al
Hupa asr 15 15 180 194.43 wav2vec2-large-xlsr-53 cer 0.07372819347633534 al
Hupa asr 15 15 195 209.4 wav2vec2-large-xlsr-53 wer 0.33296703296703295 al
Hupa asr 15 15 195 209.4 wav2vec2-large-xlsr-53 cer 0.07313128201178419 al
Hupa asr 15 15 210 224.34 wav2vec2-large-xlsr-53 wer 0.2601648351648352 al
Hupa asr 15 15 210 224.34 wav2vec2-large-xlsr-53 cer 0.05820849539800516 al
Hupa asr 15 15 225 239.02 wav2vec2-large-xlsr-53 wer 0.2677197802197802 al
Hupa asr 15 15 225 239.02 wav2vec2-large-xlsr-53 cer 0.05890168290522586 al
Hupa asr 15 15 240 253.98 wav2vec2-large-xlsr-53 wer 0.26675824175824175 al
Hupa asr 15 15 240 253.98 wav2vec2-large-xlsr-53 cer 0.05886317248815805 al
Hupa asr 15 15 255 268.96 wav2vec2-large-xlsr-53 wer 0.2718406593406593 al
Hupa asr 15 15 255 268.96 wav2vec2-large-xlsr-53 cer 0.059267531867370125 al
Hupa asr 15 15 270 283.86 wav2vec2-large-xlsr-53 wer 0.24519230769230768 al
Hupa asr 15 15 270 283.86 wav2vec2-large-xlsr-53 cer 0.054530750568028655 al
Hupa asr 15 15 285 298.81 wav2vec2-large-xlsr-53 wer 0.2763736263736264 al
Hupa asr 15 15 285 298.81 wav2vec2-large-xlsr-53 cer 0.061154542303693146 al
Hupa asr 15 15 300 313.71 wav2vec2-large-xlsr-53 wer 0.27156593406593404 al
Hupa asr 15 15 300 313.71 wav2vec2-large-xlsr-53 cer 0.05922902145030231 al
Amharic asr 15 15 0 14.92 wav2vec2-large-xlsr-53 wer 0.9672310212998362 al
Amharic asr 15 15 0 14.92 wav2vec2-large-xlsr-53 cer 0.9770384733136034 al
Amharic asr 15 15 15 29.74 wav2vec2-large-xlsr-53 wer 0.974604041507373 al
Amharic asr 15 15 15 29.74 wav2vec2-large-xlsr-53 cer 0.9754362690070415 al
Amharic asr 15 15 30 44.63 wav2vec2-large-xlsr-53 wer 0.9744870094405867 al
Amharic asr 15 15 30 44.63 wav2vec2-large-xlsr-53 cer 0.9696397591590978 al
Amharic asr 15 15 45 59.52 wav2vec2-large-xlsr-53 wer 0.9544355153312007 al
Amharic asr 15 15 45 59.52 wav2vec2-large-xlsr-53 cer 0.9521073578936626 al
Amharic asr 15 15 60 74.39 wav2vec2-large-xlsr-53 wer 0.94686744167902 al
Amharic asr 15 15 60 74.39 wav2vec2-large-xlsr-53 cer 0.9441677722216553 al
Amharic asr 15 15 75 89.25 wav2vec2-large-xlsr-53 wer 0.9401185924943435 al
Amharic asr 15 15 75 89.25 wav2vec2-large-xlsr-53 cer 0.9390754158587611 al
Amharic asr 15 15 90 104.14 wav2vec2-large-xlsr-53 wer 0.7769368807053133 al
Amharic asr 15 15 90 104.14 wav2vec2-large-xlsr-53 cer 0.4475558730482702 al
Amharic asr 15 15 105 119.13 wav2vec2-large-xlsr-53 wer 0.7209565420925333 al
Amharic asr 15 15 105 119.13 wav2vec2-large-xlsr-53 cer 0.36562914583120726 al
Amharic asr 15 15 120 134.04 wav2vec2-large-xlsr-53 wer 0.6171881095420145 al
Amharic asr 15 15 120 134.04 wav2vec2-large-xlsr-53 cer 0.24668843759567302 al
Amharic asr 15 15 135 148.97 wav2vec2-large-xlsr-53 wer 0.7306311929468674 al
Amharic asr 15 15 135 148.97 wav2vec2-large-xlsr-53 cer 0.3242269619348913 al
Amharic asr 15 15 150 163.83 wav2vec2-large-xlsr-53 wer 0.534251384879457 al
Amharic asr 15 15 150 163.83 wav2vec2-large-xlsr-53 cer 0.19645882232880907 al
Amharic asr 15 15 165 178.73 wav2vec2-large-xlsr-53 wer 0.6121557306702037 al
Amharic asr 15 15 165 178.73 wav2vec2-large-xlsr-53 cer 0.24044290233697316 al
Amharic asr 15 15 180 193.72 wav2vec2-large-xlsr-53 wer 0.4710540688148553 al
Amharic asr 15 15 180 193.72 wav2vec2-large-xlsr-53 cer 0.1589652005306664 al
Amharic asr 15 15 195 208.62 wav2vec2-large-xlsr-53 wer 0.472770539127721 al
Amharic asr 15 15 195 208.62 wav2vec2-large-xlsr-53 cer 0.1585161751199102 al
Amharic asr 15 15 210 223.59 wav2vec2-large-xlsr-53 wer 0.4579854880237185 al
Amharic asr 15 15 210 223.59 wav2vec2-large-xlsr-53 cer 0.14981120522502298 al
Amharic asr 15 15 225 238.49 wav2vec2-large-xlsr-53 wer 0.4737848170398689 al
Amharic asr 15 15 225 238.49 wav2vec2-large-xlsr-53 cer 0.15748545769976527 al
Amharic asr 15 15 240 253.45 wav2vec2-large-xlsr-53 wer 0.4160880081142233 al
Amharic asr 15 15 240 253.45 wav2vec2-large-xlsr-53 cer 0.13444229002959485 al
Amharic asr 15 15 255 268.39 wav2vec2-large-xlsr-53 wer 0.38160255910119373 al
Amharic asr 15 15 255 268.39 wav2vec2-large-xlsr-53 cer 0.11922645167874273 al
Amharic asr 15 15 270 283.33 wav2vec2-large-xlsr-53 wer 0.3867519700397909 al
Amharic asr 15 15 270 283.33 wav2vec2-large-xlsr-53 cer 0.12076742524747423 al
Amharic asr 15 15 285 298.25 wav2vec2-large-xlsr-53 wer 0.412460014043848 al
Amharic asr 15 15 285 298.25 wav2vec2-large-xlsr-53 cer 0.13005408715175018 al
Amharic asr 15 15 300 313.14 wav2vec2-large-xlsr-53 wer 0.4384021221814777 al
Amharic asr 15 15 300 313.14 wav2vec2-large-xlsr-53 cer 0.13911623635064801 al
Amharic asr 15 15 315 328.13 wav2vec2-large-xlsr-53 wer 0.35921042365608175 al
Amharic asr 15 15 315 328.13 wav2vec2-large-xlsr-53 cer 0.1113276864986223 al
Amharic asr 15 15 330 343.1 wav2vec2-large-xlsr-53 wer 0.3578840602325037 al
Amharic asr 15 15 330 343.1 wav2vec2-large-xlsr-53 cer 0.10934789264210634 al
Amharic asr 15 15 345 358.08 wav2vec2-large-xlsr-53 wer 0.4861512054302879 al
Amharic asr 15 15 345 358.08 wav2vec2-large-xlsr-53 cer 0.1606286355750587 al
Amharic asr 15 15 360 372.98 wav2vec2-large-xlsr-53 wer 0.3361551064991808 al
Amharic asr 15 15 360 372.98 wav2vec2-large-xlsr-53 cer 0.10231656291458312 al
Amharic asr 15 15 375 387.92 wav2vec2-large-xlsr-53 wer 0.4149957088242178 al
Amharic asr 15 15 375 387.92 wav2vec2-large-xlsr-53 cer 0.13056434330033678 al
Amharic asr 15 15 390 402.87 wav2vec2-large-xlsr-53 wer 0.35086213622532575 al
Amharic asr 15 15 390 402.87 wav2vec2-large-xlsr-53 cer 0.10694968874374937 al
Amharic asr 15 15 405 417.78 wav2vec2-large-xlsr-53 wer 0.4477646875243817 al
Amharic asr 15 15 405 417.78 wav2vec2-large-xlsr-53 cer 0.14374936217981427 al
Amharic asr 15 15 420 432.77 wav2vec2-large-xlsr-53 wer 0.31407505656549894 al
Amharic asr 15 15 420 432.77 wav2vec2-large-xlsr-53 cer 0.09364220838861108 al
Amharic asr 15 15 435 447.68 wav2vec2-large-xlsr-53 wer 0.2976515565264883 al
Amharic asr 15 15 435 447.68 wav2vec2-large-xlsr-53 cer 0.08786610878661087 al
Amharic asr 15 15 450 462.64 wav2vec2-large-xlsr-53 wer 0.3259733166887727 al
Amharic asr 15 15 450 462.64 wav2vec2-large-xlsr-53 cer 0.09617307888560057 al
Amharic asr 15 15 465 477.52 wav2vec2-large-xlsr-53 wer 0.3677927752204104 al
Amharic asr 15 15 465 477.52 wav2vec2-large-xlsr-53 cer 0.11451168486580263 al
Amharic asr 15 15 480 492.43 wav2vec2-large-xlsr-53 wer 0.29570102208004995 al
Amharic asr 15 15 480 492.43 wav2vec2-large-xlsr-53 cer 0.08764159608123277 al
Amharic asr 15 15 495 507.38 wav2vec2-large-xlsr-53 wer 0.33713037372239996 al
Amharic asr 15 15 495 507.38 wav2vec2-large-xlsr-53 cer 0.09783651392999286 al
Amharic asr 15 15 510 522.31 wav2vec2-large-xlsr-53 wer 0.31189045798548803 al
Amharic asr 15 15 510 522.31 wav2vec2-large-xlsr-53 cer 0.09170323502398203 al
Amharic asr 15 15 525 537.3 wav2vec2-large-xlsr-53 wer 0.32492002808769604 al
Amharic asr 15 15 525 537.3 wav2vec2-large-xlsr-53 cer 0.09571384835187265 al
Amharic asr 15 15 540 552.17 wav2vec2-large-xlsr-53 wer 0.30315206366544434 al
Amharic asr 15 15 540 552.17 wav2vec2-large-xlsr-53 cer 0.08882539034595367 al
Amharic asr 15 15 555 567.09 wav2vec2-large-xlsr-53 wer 0.3118514472965593 al
Amharic asr 15 15 555 567.09 wav2vec2-large-xlsr-53 cer 0.09298908051842025 al
Amharic asr 15 15 570 582.01 wav2vec2-large-xlsr-53 wer 0.3667394866193337 al
Amharic asr 15 15 570 582.01 wav2vec2-large-xlsr-53 cer 0.1123175834268803 al
Amharic asr 15 15 585 596.97 wav2vec2-large-xlsr-53 wer 0.24069595069048919 al
Amharic asr 15 15 585 596.97 wav2vec2-large-xlsr-53 cer 0.06884375956730279 al
Amharic asr 15 15 600 611.78 wav2vec2-large-xlsr-53 wer 0.31719591167980027 al
Amharic asr 15 15 600 611.78 wav2vec2-large-xlsr-53 cer 0.09411164404531075 al
Amharic asr 15 15 615 626.7 wav2vec2-large-xlsr-53 wer 0.2389404696886947 al
Amharic asr 15 15 615 626.7 wav2vec2-large-xlsr-53 cer 0.06873150321461374 al
Amharic asr 15 15 630 641.62 wav2vec2-large-xlsr-53 wer 0.2438168058047905 al
Amharic asr 15 15 630 641.62 wav2vec2-large-xlsr-53 cer 0.06988468211041943 al
Amharic asr 15 15 645 656.6 wav2vec2-large-xlsr-53 wer 0.2912147928532418 al
Amharic asr 15 15 645 656.6 wav2vec2-large-xlsr-53 cer 0.08545769976528217 al
Amharic asr 15 15 660 671.54 wav2vec2-large-xlsr-53 wer 0.24490910509479596 al
Amharic asr 15 15 660 671.54 wav2vec2-large-xlsr-53 cer 0.06947647719155016 al
Amharic asr 15 15 675 686.49 wav2vec2-large-xlsr-53 wer 0.35675275025356945 al
Amharic asr 15 15 675 686.49 wav2vec2-large-xlsr-53 cer 0.10873558526380243 al
Amharic asr 15 15 690 701.39 wav2vec2-large-xlsr-53 wer 0.34095342123741906 al
Amharic asr 15 15 690 701.39 wav2vec2-large-xlsr-53 cer 0.10370445963873864 al
Amharic asr 15 15 705 716.31 wav2vec2-large-xlsr-53 wer 0.30580479051260046 al
Amharic asr 15 15 705 716.31 wav2vec2-large-xlsr-53 cer 0.0908868251862435 al
Amharic asr 15 15 720 731.24 wav2vec2-large-xlsr-53 wer 0.2737380042131544 al
Amharic asr 15 15 720 731.24 wav2vec2-large-xlsr-53 cer 0.07955913868762118 al
Amharic asr 15 15 735 746.19 wav2vec2-large-xlsr-53 wer 0.27018803152063664 al
Amharic asr 15 15 735 746.19 wav2vec2-large-xlsr-53 cer 0.07926319012144097 al
Amharic asr 15 15 750 761.16 wav2vec2-large-xlsr-53 wer 0.22766638058828118 al
Amharic asr 15 15 750 761.16 wav2vec2-large-xlsr-53 cer 0.06500663332993163 al
Basque asr 15 15 0 14.97 wav2vec2-large-xlsr-53 wer 0.9977517106549365 al
Basque asr 15 15 0 14.97 wav2vec2-large-xlsr-53 cer 0.9698725223679696 al
Basque asr 15 15 15 29.78 wav2vec2-large-xlsr-53 wer 0.9993157380254154 al
Basque asr 15 15 15 29.78 wav2vec2-large-xlsr-53 cer 0.92203541925097 al
Basque asr 15 15 30 44.65 wav2vec2-large-xlsr-53 wer 0.9975562072336266 al
Basque asr 15 15 30 44.65 wav2vec2-large-xlsr-53 cer 0.9550397212911399 al
Basque asr 15 15 45 59.61 wav2vec2-large-xlsr-53 wer 0.9906158357771261 al
Basque asr 15 15 45 59.61 wav2vec2-large-xlsr-53 cer 0.9504605558341471 al
Basque asr 15 15 60 74.57 wav2vec2-large-xlsr-53 wer 0.9961876832844575 al
Basque asr 15 15 60 74.57 wav2vec2-large-xlsr-53 cer 0.9066351711578559 al
Basque asr 15 15 75 89.41 wav2vec2-large-xlsr-53 wer 0.9962854349951125 al
Basque asr 15 15 75 89.41 wav2vec2-large-xlsr-53 cer 0.8038480825569426 al
Basque asr 15 15 90 104.29 wav2vec2-large-xlsr-53 wer 0.9959921798631476 al
Basque asr 15 15 90 104.29 wav2vec2-large-xlsr-53 cer 0.866056111272401 al
Basque asr 15 15 105 119.19 wav2vec2-large-xlsr-53 wer 0.9943304007820137 al
Basque asr 15 15 105 119.19 wav2vec2-large-xlsr-53 cer 0.9482039642112486 al
Basque asr 15 15 120 134.16 wav2vec2-large-xlsr-53 wer 0.9949169110459433 al
Basque asr 15 15 120 134.16 wav2vec2-large-xlsr-53 cer 0.7929478212673863 al
Basque asr 15 15 135 149.09 wav2vec2-large-xlsr-53 wer 0.9924731182795699 al
Basque asr 15 15 135 149.09 wav2vec2-large-xlsr-53 cer 0.8918287629655045 al
Basque asr 15 15 150 164.05 wav2vec2-large-xlsr-53 wer 0.9942326490713588 al
Basque asr 15 15 150 164.05 wav2vec2-large-xlsr-53 cer 0.8650267887777455 al
Basque asr 15 15 165 179.01 wav2vec2-large-xlsr-53 wer 0.9935483870967742 al
Basque asr 15 15 165 179.01 wav2vec2-large-xlsr-53 cer 0.8896249571115628 al
Basque asr 15 15 180 193.99 wav2vec2-large-xlsr-53 wer 0.9970674486803519 al
Basque asr 15 15 180 193.99 wav2vec2-large-xlsr-53 cer 0.8550370820026921 al
Basque asr 15 15 195 208.93 wav2vec2-large-xlsr-53 wer 0.9948191593352884 al
Basque asr 15 15 195 208.93 wav2vec2-large-xlsr-53 cer 0.9351658792789463 al
Basque asr 15 15 210 223.9 wav2vec2-large-xlsr-53 wer 0.9945259042033235 al
Basque asr 15 15 210 223.9 wav2vec2-large-xlsr-53 cer 0.9502890020850379 al
Basque asr 15 15 225 238.83 wav2vec2-large-xlsr-53 wer 0.9956989247311828 al
Basque asr 15 15 225 238.83 wav2vec2-large-xlsr-53 cer 0.8646704848372879 al
Basque asr 15 15 240 253.77 wav2vec2-large-xlsr-53 wer 0.9992179863147606 al
Basque asr 15 15 240 253.77 wav2vec2-large-xlsr-53 cer 0.8442028029243316 al
Basque asr 15 15 255 268.66 wav2vec2-large-xlsr-53 wer 0.9972629521016618 al
Basque asr 15 15 255 268.66 wav2vec2-large-xlsr-53 cer 0.8315342183747262 al
Basque asr 15 15 270 283.6 wav2vec2-large-xlsr-53 wer 0.9962854349951125 al
Basque asr 15 15 270 283.6 wav2vec2-large-xlsr-53 cer 0.9179445221568265 al
Basque asr 15 15 285 298.5 wav2vec2-large-xlsr-53 wer 0.9974584555229716 al
Basque asr 15 15 285 298.5 wav2vec2-large-xlsr-53 cer 0.8598273905355116 al
Basque asr 15 15 300 313.38 wav2vec2-large-xlsr-53 wer 0.9982404692082112 al
Basque asr 15 15 300 313.38 wav2vec2-large-xlsr-53 cer 0.9082979228799916 al
Basque asr 15 15 315 328.36 wav2vec2-large-xlsr-53 wer 0.9974584555229716 al
Basque asr 15 15 315 328.36 wav2vec2-large-xlsr-53 cer 0.899139591966006 al
Basque asr 15 15 330 343.33 wav2vec2-large-xlsr-53 wer 0.9970674486803519 al
Basque asr 15 15 330 343.33 wav2vec2-large-xlsr-53 cer 0.830755628282615 al
Basque asr 15 15 345 358.23 wav2vec2-large-xlsr-53 wer 0.9956989247311828 al
Basque asr 15 15 345 358.23 wav2vec2-large-xlsr-53 cer 0.8916836021008736 al
Basque asr 15 15 360 373.21 wav2vec2-large-xlsr-53 wer 0.9978494623655914 al
Basque asr 15 15 360 373.21 wav2vec2-large-xlsr-53 cer 0.948916572092164 al
Basque asr 15 15 375 388.13 wav2vec2-large-xlsr-53 wer 0.9975562072336266 al
Basque asr 15 15 375 388.13 wav2vec2-large-xlsr-53 cer 0.9051703660693077 al
Basque asr 15 15 390 403.12 wav2vec2-large-xlsr-53 wer 0.9912023460410557 al
Basque asr 15 15 390 403.12 wav2vec2-large-xlsr-53 cer 0.9613344242392251 al
Basque asr 15 15 405 418.08 wav2vec2-large-xlsr-53 wer 0.9961876832844575 al
Basque asr 15 15 405 418.08 wav2vec2-large-xlsr-53 cer 0.8777217662118293 al
Basque asr 15 15 420 433.07 wav2vec2-large-xlsr-53 wer 0.996969696969697 al
Basque asr 15 15 420 433.07 wav2vec2-large-xlsr-53 cer 0.8707672411517855 al
Basque asr 15 15 435 447.99 wav2vec2-large-xlsr-53 wer 0.9948191593352884 al
Basque asr 15 15 435 447.99 wav2vec2-large-xlsr-53 cer 0.9111615508458919 al
Basque asr 15 15 450 462.93 wav2vec2-large-xlsr-53 wer 0.9953079178885631 al
Basque asr 15 15 450 462.93 wav2vec2-large-xlsr-53 cer 0.8960384280398005 al
Basque asr 15 15 465 477.91 wav2vec2-large-xlsr-53 wer 0.9951124144672532 al
Basque asr 15 15 465 477.91 wav2vec2-large-xlsr-53 cer 0.9589986539628916 al
Basque asr 15 15 480 492.81 wav2vec2-large-xlsr-53 wer 0.9939393939393939 al
Basque asr 15 15 480 492.81 wav2vec2-large-xlsr-53 cer 0.9100662461400406 al
Basque asr 15 15 495 507.74 wav2vec2-large-xlsr-53 wer 0.9941348973607038 al
Basque asr 15 15 495 507.74 wav2vec2-large-xlsr-53 cer 0.8915648341207211 al
Basque asr 15 15 510 522.7 wav2vec2-large-xlsr-53 wer 0.9958944281524926 al
Basque asr 15 15 510 522.7 wav2vec2-large-xlsr-53 cer 0.9056322415476787 al
Basque asr 15 15 525 537.62 wav2vec2-large-xlsr-53 wer 0.9960899315738025 al
Basque asr 15 15 525 537.62 wav2vec2-large-xlsr-53 cer 0.8506426667370477 al
Basque asr 15 15 540 552.62 wav2vec2-large-xlsr-53 wer 0.9916911045943304 al
Basque asr 15 15 540 552.62 wav2vec2-large-xlsr-53 cer 0.8740795481538177 al
Basque asr 15 15 555 567.53 wav2vec2-large-xlsr-53 wer 0.9951124144672532 al
Basque asr 15 15 555 567.53 wav2vec2-large-xlsr-53 cer 0.9078492438438597 al
Basque asr 15 15 570 582.5 wav2vec2-large-xlsr-53 wer 0.9953079178885631 al
Basque asr 15 15 570 582.5 wav2vec2-large-xlsr-53 cer 0.8960384280398005 al
Basque asr 15 15 585 597.44 wav2vec2-large-xlsr-53 wer 0.9931573802541545 al
Basque asr 15 15 585 597.44 wav2vec2-large-xlsr-53 cer 0.899601467444377 al
Basque asr 15 15 600 612.41 wav2vec2-large-xlsr-53 wer 0.9950146627565982 al
Basque asr 15 15 600 612.41 wav2vec2-large-xlsr-53 cer 0.9526775581303281 al
Iban asr 15 15 0 14.97 wav2vec2-large-xlsr-53 wer 0.9969376594969012 al
Iban asr 15 15 0 14.97 wav2vec2-large-xlsr-53 cer 0.9876735265826693 al
Iban asr 15 15 15 29.73 wav2vec2-large-xlsr-53 wer 0.9969376594969012 al
Iban asr 15 15 15 29.73 wav2vec2-large-xlsr-53 cer 0.9876735265826693 al
Iban asr 15 15 30 44.6 wav2vec2-large-xlsr-53 wer 0.9969376594969012 al
Iban asr 15 15 30 44.6 wav2vec2-large-xlsr-53 cer 0.9876735265826693 al
Iban asr 15 15 45 59.57 wav2vec2-large-xlsr-53 wer 0.9561064527889173 al
Iban asr 15 15 45 59.57 wav2vec2-large-xlsr-53 cer 0.674820981130283 al
Iban asr 15 15 60 74.55 wav2vec2-large-xlsr-53 wer 0.9875318993802407 al
Iban asr 15 15 60 74.55 wav2vec2-large-xlsr-53 cer 0.8255412129344845 al
Iban asr 15 15 75 89.53 wav2vec2-large-xlsr-53 wer 0.44061246810061977 al
Iban asr 15 15 75 89.53 wav2vec2-large-xlsr-53 cer 0.1744825374959921 al
Iban asr 15 15 90 104.43 wav2vec2-large-xlsr-53 wer 0.5083485235144003 al
Iban asr 15 15 90 104.43 wav2vec2-large-xlsr-53 cer 0.1585341234309872 al
Iban asr 15 15 105 119.24 wav2vec2-large-xlsr-53 wer 0.45876777251184836 al
Iban asr 15 15 105 119.24 wav2vec2-large-xlsr-53 cer 0.14948520941942073 al
Iban asr 15 15 120 134.05 wav2vec2-large-xlsr-53 wer 0.3729493255559606 al
Iban asr 15 15 120 134.05 wav2vec2-large-xlsr-53 cer 0.10604567207780641 al
Iban asr 15 15 135 149.0 wav2vec2-large-xlsr-53 wer 0.35566897557418886 al
Iban asr 15 15 135 149.0 wav2vec2-large-xlsr-53 cer 0.10007243881295348 al
Iban asr 15 15 150 163.92 wav2vec2-large-xlsr-53 wer 0.3870944221655122 al
Iban asr 15 15 150 163.92 wav2vec2-large-xlsr-53 cer 0.10817133560545784 al
Iban asr 15 15 165 178.79 wav2vec2-large-xlsr-53 wer 0.3896463725847612 al
Iban asr 15 15 165 178.79 wav2vec2-large-xlsr-53 cer 0.10596254557113848 al
Iban asr 15 15 180 193.74 wav2vec2-large-xlsr-53 wer 0.3886255924170616 al
Iban asr 15 15 180 193.74 wav2vec2-large-xlsr-53 cer 0.10933510669880891 al
Iban asr 15 15 195 208.63 wav2vec2-large-xlsr-53 wer 0.33415967918337586 al
Iban asr 15 15 195 208.63 wav2vec2-large-xlsr-53 cer 0.09149853341091807 al
Iban asr 15 15 210 223.61 wav2vec2-large-xlsr-53 wer 0.33816988698505285 al
Iban asr 15 15 210 223.61 wav2vec2-large-xlsr-53 cer 0.09310168746808536 al
Iban asr 15 15 225 238.45 wav2vec2-large-xlsr-53 wer 0.2990156762668611 al
Iban asr 15 15 225 238.45 wav2vec2-large-xlsr-53 cer 0.08272274934983197 al
Iban asr 15 15 240 253.43 wav2vec2-large-xlsr-53 wer 0.4270506744440394 al
Iban asr 15 15 240 253.43 wav2vec2-large-xlsr-53 cer 0.11927466185324609 al
Iban asr 15 15 255 268.33 wav2vec2-large-xlsr-53 wer 0.27823550856726215 al
Iban asr 15 15 255 268.33 wav2vec2-large-xlsr-53 cer 0.07699889560498284 al
Iban asr 15 15 270 283.22 wav2vec2-large-xlsr-53 wer 0.3258476121035363 al
Iban asr 15 15 270 283.22 wav2vec2-large-xlsr-53 cer 0.09020413494994597 al
Iban asr 15 15 285 298.07 wav2vec2-large-xlsr-53 wer 0.27604812249362015 al
Iban asr 15 15 285 298.07 wav2vec2-large-xlsr-53 cer 0.07678514173069387 al
Iban asr 15 15 300 313.07 wav2vec2-large-xlsr-53 wer 0.220051039008385 al
Iban asr 15 15 300 313.07 wav2vec2-large-xlsr-53 cer 0.061739244023797935 al
Iban asr 15 15 315 328.0 wav2vec2-large-xlsr-53 wer 0.23893547211082755 al
Iban asr 15 15 315 328.0 wav2vec2-large-xlsr-53 cer 0.06685746179149497 al
Iban asr 15 15 330 342.98 wav2vec2-large-xlsr-53 wer 0.2144367480860372 al
Iban asr 15 15 330 342.98 wav2vec2-large-xlsr-53 cer 0.0609554798180717 al
Iban asr 15 15 345 357.88 wav2vec2-large-xlsr-53 wer 0.2052497265767408 al
Iban asr 15 15 345 357.88 wav2vec2-large-xlsr-53 cer 0.0592098231780451 al
Iban asr 15 15 360 372.7 wav2vec2-large-xlsr-53 wer 0.23871673350346337 al
Iban asr 15 15 360 372.7 wav2vec2-large-xlsr-53 cer 0.06642995404291703 al
Javanese asr 15 15 0 14.97 wav2vec2-large-xlsr-53 wer 0.9956426144313412 al
Javanese asr 15 15 0 14.97 wav2vec2-large-xlsr-53 cer 0.9595644482692676 al
Javanese asr 15 15 15 29.71 wav2vec2-large-xlsr-53 wer 0.9975214871077354 al
Javanese asr 15 15 15 29.71 wav2vec2-large-xlsr-53 cer 0.9543591030789826 al
Javanese asr 15 15 30 44.57 wav2vec2-large-xlsr-53 wer 0.7555066959824106 al
Javanese asr 15 15 30 44.57 wav2vec2-large-xlsr-53 cer 0.32024526678141135 al
Javanese asr 15 15 45 59.43 wav2vec2-large-xlsr-53 wer 0.6642014791125325 al
Javanese asr 15 15 45 59.43 wav2vec2-large-xlsr-53 cer 0.2204353126792886 al
Javanese asr 15 15 60 74.37 wav2vec2-large-xlsr-53 wer 0.668199080551669 al
Javanese asr 15 15 60 74.37 wav2vec2-large-xlsr-53 cer 0.22097915471409446 al
Javanese asr 15 15 75 89.34 wav2vec2-large-xlsr-53 wer 0.6141914851089346 al
Javanese asr 15 15 75 89.34 wav2vec2-large-xlsr-53 cer 0.1971457257601836 al
Javanese asr 15 15 90 104.33 wav2vec2-large-xlsr-53 wer 0.694143513891665 al
Javanese asr 15 15 90 104.33 wav2vec2-large-xlsr-53 cer 0.22509083954867087 al
Javanese asr 15 15 105 119.26 wav2vec2-large-xlsr-53 wer 0.6007595442734359 al
Javanese asr 15 15 105 119.26 wav2vec2-large-xlsr-53 cer 0.19142044367947983 al
Javanese asr 15 15 120 134.19 wav2vec2-large-xlsr-53 wer 0.5571856885868479 al
Javanese asr 15 15 120 134.19 wav2vec2-large-xlsr-53 cer 0.17910331803404092 al
Javanese asr 15 15 135 149.1 wav2vec2-large-xlsr-53 wer 0.5844893064161503 al
Javanese asr 15 15 135 149.1 wav2vec2-large-xlsr-53 cer 0.18782869573532224 al
Javanese asr 15 15 150 164.01 wav2vec2-large-xlsr-53 wer 0.4896262242654407 al
Javanese asr 15 15 150 164.01 wav2vec2-large-xlsr-53 cer 0.1566265060240964 al
Javanese asr 15 15 165 178.92 wav2vec2-large-xlsr-53 wer 0.4319008594843094 al
Javanese asr 15 15 165 178.92 wav2vec2-large-xlsr-53 cer 0.1482656817747179 al
Javanese asr 15 15 180 193.87 wav2vec2-large-xlsr-53 wer 0.569018588846692 al
Javanese asr 15 15 180 193.87 wav2vec2-large-xlsr-53 cer 0.1812009944540065 al
Javanese asr 15 15 195 208.76 wav2vec2-large-xlsr-53 wer 0.5281631021387168 al
Javanese asr 15 15 195 208.76 wav2vec2-large-xlsr-53 cer 0.16762884872824632 al
Javanese asr 15 15 210 223.62 wav2vec2-large-xlsr-53 wer 0.4182290625624625 al
Javanese asr 15 15 210 223.62 wav2vec2-large-xlsr-53 cer 0.1390382960413081 al
Javanese asr 15 15 225 238.6 wav2vec2-large-xlsr-53 wer 0.5779332400559665 al
Javanese asr 15 15 225 238.6 wav2vec2-large-xlsr-53 cer 0.1795156817747179 al
Javanese asr 15 15 240 253.56 wav2vec2-large-xlsr-53 wer 0.43345992404557265 al
Javanese asr 15 15 240 253.56 wav2vec2-large-xlsr-53 cer 0.13995266781411358 al
Javanese asr 15 15 255 268.51 wav2vec2-large-xlsr-53 wer 0.42966220267839295 al
Javanese asr 15 15 255 268.51 wav2vec2-large-xlsr-53 cer 0.13762789252247085 al
Javanese asr 15 15 270 283.46 wav2vec2-large-xlsr-53 wer 0.4972616430141915 al
Javanese asr 15 15 270 283.46 wav2vec2-large-xlsr-53 cer 0.15431368330464715 al
Javanese asr 15 15 285 298.45 wav2vec2-large-xlsr-53 wer 0.5201279232460524 al
Javanese asr 15 15 285 298.45 wav2vec2-large-xlsr-53 cer 0.1568476286096768 al
Javanese asr 15 15 300 313.35 wav2vec2-large-xlsr-53 wer 0.4286228263042175 al
Javanese asr 15 15 300 313.35 wav2vec2-large-xlsr-53 cer 0.13274526678141135 al
Javanese asr 15 15 315 328.34 wav2vec2-large-xlsr-53 wer 0.41579052568458924 al
Javanese asr 15 15 315 328.34 wav2vec2-large-xlsr-53 cer 0.13118545611015492 al
